"","party","gender","age","race","education","urbanicity","married","vote2018","state","district","wave"
"5158","Dem","Female","> 54","White","Bachelors","U5","Married","Democratic candidate","IL","IL-14","2018-09"
"5159","Dem","Female","25 - 34","White","No Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5160","Dem","Male","18 - 24","Other","Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5161","Rep","Female","25 - 34","White","No Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5162","Ind","Female","35 - 44","White","Bachelors","U5","Married","Republican candidate","IL","IL-14","2018-09"
"5163","Dem","Female","45 - 54","Hispanic","No Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5164","Dem","Male","25 - 34","Black","Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5165","Rep","Female","18 - 24","Hispanic","No Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5166","Rep","Female","45 - 54","White","No Bachelors","R2","Unmarried","Republican candidate","IL","IL-14","2018-09"
"5167","Ind","Male","25 - 34","Hispanic","No Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5168","Rep","Female","45 - 54","White","No Bachelors","U5","Unmarried","Republican candidate","IL","IL-14","2018-09"
"5169","Ind","Male","25 - 34","Hispanic","Bachelors","R2","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5170","Rep","Male","25 - 34","White","Bachelors","U5","Married","Republican candidate","IL","IL-14","2018-09"
"5171","Dem","Male","25 - 34","White","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5172","Dem","Male","18 - 24","White","No Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5173","Dem","Male","> 54","White","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5174","Dem","Female","> 54","White","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5175","Dem","Male","35 - 44","Black","No Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5176","Ind","Male","35 - 44","White","No Bachelors","U5","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5177","Rep","Male","25 - 34","White","Bachelors","U5","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5178","Ind","Male","35 - 44","Other","No Bachelors","S3","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5179","Dem","Female","18 - 24","Other","No Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5180","Rep","Male","25 - 34","Hispanic","Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5181","Ind","Female","25 - 34","White","No Bachelors","S3","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5182","Dem","Male","18 - 24","White","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5183","Rep","Female","45 - 54","White","Bachelors","U5","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5184","Dem","Male","18 - 24","Hispanic","Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5185","Dem","Female","25 - 34","White","No Bachelors","S3","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5186","Dem","Female","35 - 44","Hispanic","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5187","Dem","Female","25 - 34","White","No Bachelors","U6","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5188","Dem","Female","18 - 24","White","No Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5189","Rep","Male","> 54","White","Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5190","Ind","Male","25 - 34","White","Bachelors","S3","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5191","Dem","Female","25 - 34","Other","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5192","Rep","Female","25 - 34","White","Bachelors","R2","Unmarried","Republican candidate","IL","IL-14","2018-09"
"5193","Ind","Male","35 - 44","White","No Bachelors","S4","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5194","Rep","Male","25 - 34","White","No Bachelors","S4","Unmarried","Republican candidate","IL","IL-14","2018-09"
"5195","Dem","Female","25 - 34","White","Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5196","Ind","Male","18 - 24","Black","No Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5197","Ind","Female","18 - 24","Hispanic","No Bachelors","U5","Unmarried","Republican candidate","IL","IL-14","2018-09"
"5198","Ind","Female","18 - 24","White","No Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5199","Dem","Female","25 - 34","White","No Bachelors","U6","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5200","Dem","Female","25 - 34","Other","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5201","Dem","Male","> 54","Other","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5202","Dem","Male","18 - 24","Other","No Bachelors","U6","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5203","Ind","Female","35 - 44","White","Bachelors","S4","Unmarried","Republican candidate","IL","IL-14","2018-09"
"5204","Rep","Female","35 - 44","Other","No Bachelors","U5","Married","Republican candidate","IL","IL-14","2018-09"
"5205","Dem","Female","35 - 44","White","No Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5206","Dem","Male","18 - 24","Black","No Bachelors","S3","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5207","Dem","Female","45 - 54","Hispanic","Bachelors","S4","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5208","Ind","Male","> 54","White","Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5209","Dem","Female","> 54","Black","Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5210","Ind","Female","45 - 54","White","No Bachelors","S3","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5211","Rep","Female","> 54","White","No Bachelors","R2","Unmarried","Republican candidate","IL","IL-14","2018-09"
"5212","Dem","Female","> 54","White","No Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5213","Ind","Male","35 - 44","White","Bachelors","S3","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5214","Rep","Female","25 - 34","White","No Bachelors","S4","Married","Republican candidate","IL","IL-14","2018-09"
"5215","Ind","Male","18 - 24","Hispanic","Bachelors","S3","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5216","Ind","Male","18 - 24","White","No Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5217","Ind","Female","45 - 54","White","Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5218","Rep","Female","25 - 34","White","No Bachelors","S3","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5219","Dem","Female","25 - 34","White","No Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5220","Rep","Female","25 - 34","White","Bachelors","S4","Married","Republican candidate","IL","IL-14","2018-09"
"5221","Ind","Male","25 - 34","Black","No Bachelors","S3","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5222","Rep","Male","> 54","White","Bachelors","S4","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5223","Ind","Female","18 - 24","Hispanic","No Bachelors","S3","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5224","Dem","Female","35 - 44","White","Bachelors","U6","Married","Democratic candidate","IL","IL-14","2018-09"
"5225","Dem","Male","18 - 24","White","Bachelors","S3","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5226","Ind","Male","18 - 24","White","No Bachelors","U5","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5227","Dem","Male","18 - 24","White","Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5228","Dem","Female","> 54","White","No Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5229","Rep","Female","25 - 34","White","Bachelors","S4","Unmarried","Republican candidate","IL","IL-14","2018-09"
"5230","Ind","Male","35 - 44","Other","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5231","Dem","Male","25 - 34","Hispanic","No Bachelors","U5","Married","Democratic candidate","IL","IL-14","2018-09"
"5232","Rep","Male","> 54","White","Bachelors","U5","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5233","Rep","Female","25 - 34","Other","No Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5234","Dem","Female","25 - 34","Other","No Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5235","Ind","Female","25 - 34","Hispanic","No Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5236","Rep","Female","45 - 54","White","No Bachelors","U5","Married","Republican candidate","IL","IL-14","2018-09"
"5237","Dem","Male","45 - 54","Black","No Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5238","Dem","Male","25 - 34","White","Bachelors","S3","Married","Democratic candidate","IL","IL-14","2018-09"
"5239","Dem","Female","25 - 34","White","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5240","Rep","Male","35 - 44","Other","No Bachelors","R1","Married","Republican candidate","IL","IL-14","2018-09"
"5241","Dem","Female","> 54","Black","No Bachelors","U5","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5242","Rep","Female","18 - 24","White","No Bachelors","S3","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5243","Dem","Male","> 54","White","No Bachelors","S3","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5244","Dem","Female","45 - 54","Hispanic","No Bachelors","S3","Married","Democratic candidate","IL","IL-14","2018-09"
"5245","Dem","Female","> 54","White","Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5246","Dem","Female","25 - 34","Other","Bachelors","U5","Married","Republican candidate","IL","IL-14","2018-09"
"5247","Dem","Female","45 - 54","White","No Bachelors","R2","Married","Democratic candidate","IL","IL-14","2018-09"
"5248","Dem","Female","25 - 34","White","No Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5249","Dem","Male","18 - 24","White","Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5250","Ind","Female","25 - 34","White","No Bachelors","S3","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5251","Ind","Female","35 - 44","White","Bachelors","U5","Married","Democratic candidate","IL","IL-14","2018-09"
"5252","Dem","Male","35 - 44","White","Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5253","Rep","Female","25 - 34","White","No Bachelors","S4","Unmarried","Republican candidate","IL","IL-14","2018-09"
"5254","Rep","Female","> 54","White","No Bachelors","S3","Married","Republican candidate","IL","IL-14","2018-09"
"5255","Rep","Female","25 - 34","White","Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5256","Ind","Male","35 - 44","White","No Bachelors","S4","Married","Republican candidate","IL","IL-14","2018-09"
"5257","Dem","Male","35 - 44","White","Bachelors","S4","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5258","Rep","Female","25 - 34","Hispanic","Bachelors","S4","Unmarried","Republican candidate","IL","IL-14","2018-09"
"5259","Ind","Female","35 - 44","White","Bachelors","U5","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5260","Ind","Female","> 54","White","Bachelors","U5","Married","Other candidate/not sure","IL","IL-14","2018-09"
"5261","Rep","Female","18 - 24","Hispanic","No Bachelors","S4","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5262","Dem","Male","35 - 44","White","Bachelors","U5","Married","Democratic candidate","IL","IL-14","2018-09"
"5263","Ind","Female","35 - 44","White","No Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5264","Dem","Female","18 - 24","Hispanic","No Bachelors","S3","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5265","Rep","Female","35 - 44","White","No Bachelors","S4","Married","Republican candidate","IL","IL-14","2018-09"
"5266","Dem","Female","45 - 54","White","No Bachelors","S4","Married","Democratic candidate","IL","IL-14","2018-09"
"5267","Ind","Male","18 - 24","White","Bachelors","U5","Unmarried","Other candidate/not sure","IL","IL-14","2018-09"
"5268","Dem","Female","35 - 44","White","Bachelors","S4","Unmarried","Democratic candidate","IL","IL-14","2018-09"
"5269","Dem","Male","18 - 24","White","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5270","Dem","Female","45 - 54","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5271","Dem","Male","18 - 24","White","Bachelors","R1","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5272","Ind","Female","25 - 34","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5273","Rep","Female","25 - 34","White","Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5274","Dem","Female","35 - 44","Hispanic","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5275","Dem","Female","25 - 34","White","No Bachelors","R2","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5276","Ind","Male","35 - 44","White","No Bachelors","R2","Married","Democratic candidate","ME","ME-02","2018-09"
"5277","Rep","Male","> 54","White","Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5278","Rep","Female","25 - 34","White","No Bachelors","R2","Married","Republican candidate","ME","ME-02","2018-09"
"5279","Ind","Male","35 - 44","White","No Bachelors","S3","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5280","Dem","Male","45 - 54","White","No Bachelors","R1","Married","Democratic candidate","ME","ME-02","2018-09"
"5281","Rep","Female","25 - 34","White","Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5282","Rep","Female","18 - 24","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5283","Ind","Male","45 - 54","Other","No Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5284","Rep","Male","25 - 34","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5285","Rep","Male","35 - 44","White","No Bachelors","S3","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5286","Rep","Female","> 54","White","Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5287","Ind","Female","35 - 44","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5288","Dem","Female","> 54","White","Bachelors","R1","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5289","Rep","Female","25 - 34","White","No Bachelors","S3","Married","Republican candidate","ME","ME-02","2018-09"
"5290","Dem","Female","35 - 44","White","Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5291","Ind","Female","25 - 34","White","No Bachelors","S3","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5292","Rep","Male","18 - 24","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5293","Rep","Male","18 - 24","White","No Bachelors","S3","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5294","Ind","Female","25 - 34","White","Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5295","Ind","Male","25 - 34","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5296","Rep","Male","25 - 34","White","Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5297","Ind","Female","25 - 34","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5298","Ind","Female","25 - 34","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5299","Dem","Male","> 54","White","Bachelors","R1","Married","Democratic candidate","ME","ME-02","2018-09"
"5300","Rep","Male","18 - 24","White","Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5301","Dem","Male","25 - 34","White","Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5302","Dem","Male","25 - 34","White","Bachelors","S3","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5303","Rep","Female","18 - 24","White","Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5304","Dem","Female","25 - 34","White","No Bachelors","S3","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5305","Rep","Female","45 - 54","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5306","Dem","Female","35 - 44","White","Bachelors","R2","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5307","Rep","Male","25 - 34","White","Bachelors","S3","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5308","Dem","Female","25 - 34","White","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5309","Dem","Male","25 - 34","White","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5310","Rep","Female","35 - 44","White","No Bachelors","S3","Married","Republican candidate","ME","ME-02","2018-09"
"5311","Dem","Female","25 - 34","White","Bachelors","S3","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5312","Rep","Female","25 - 34","White","No Bachelors","S3","Married","Democratic candidate","ME","ME-02","2018-09"
"5313","Ind","Male","18 - 24","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5314","Rep","Female","45 - 54","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5315","Rep","Male","35 - 44","White","No Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5316","Dem","Male","45 - 54","White","Bachelors","R1","Married","Democratic candidate","ME","ME-02","2018-09"
"5317","Dem","Female","35 - 44","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5318","Dem","Female","25 - 34","White","No Bachelors","R2","Married","Democratic candidate","ME","ME-02","2018-09"
"5319","Ind","Female","18 - 24","White","No Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5320","Ind","Female","35 - 44","White","No Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5321","Ind","Female","> 54","White","Bachelors","R1","Married","Democratic candidate","ME","ME-02","2018-09"
"5322","Ind","Female","18 - 24","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5323","Rep","Male","> 54","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5324","Dem","Female","25 - 34","White","Bachelors","R2","Married","Democratic candidate","ME","ME-02","2018-09"
"5325","Rep","Female","35 - 44","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5326","Dem","Female","25 - 34","White","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5327","Ind","Male","18 - 24","White","No Bachelors","R1","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5328","Dem","Male","25 - 34","White","Bachelors","S3","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5329","Ind","Female","35 - 44","White","No Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5330","Rep","Female","> 54","White","Bachelors","R1","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5331","Rep","Male","45 - 54","White","No Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5332","Dem","Female","> 54","White","Bachelors","R2","Married","Democratic candidate","ME","ME-02","2018-09"
"5333","Dem","Female","45 - 54","White","No Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5334","Rep","Female","25 - 34","White","No Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5335","Rep","Female","25 - 34","White","Bachelors","S3","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5336","Ind","Female","25 - 34","White","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5337","Ind","Male","35 - 44","White","No Bachelors","R2","Married","Republican candidate","ME","ME-02","2018-09"
"5338","Rep","Female","35 - 44","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5339","Rep","Male","25 - 34","White","Bachelors","R2","Married","Republican candidate","ME","ME-02","2018-09"
"5340","Ind","Male","25 - 34","White","Bachelors","R2","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5341","Ind","Female","35 - 44","White","Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5342","Ind","Male","35 - 44","White","No Bachelors","R1","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5343","Rep","Male","45 - 54","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5344","Rep","Male","18 - 24","White","No Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5345","Dem","Female","35 - 44","White","No Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5346","Dem","Female","35 - 44","White","Bachelors","S3","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5347","Ind","Male","45 - 54","Other","No Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5348","Ind","Female","18 - 24","White","No Bachelors","U6","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5349","Dem","Female","35 - 44","White","No Bachelors","R1","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5350","Rep","Female","35 - 44","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5351","Rep","Female","25 - 34","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5352","Rep","Female","18 - 24","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5353","Ind","Female","35 - 44","White","No Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5354","Dem","Female","25 - 34","White","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5355","Ind","Male","35 - 44","Other","No Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5356","Rep","Female","18 - 24","White","No Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5357","Rep","Female","18 - 24","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5358","Ind","Female","25 - 34","Other","Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5359","Rep","Male","25 - 34","White","Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5360","Ind","Female","18 - 24","White","No Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5361","Rep","Male","45 - 54","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5362","Dem","Female","45 - 54","White","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5363","Dem","Male","> 54","White","No Bachelors","S3","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5364","Dem","Male","35 - 44","White","No Bachelors","R1","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5365","Rep","Female","25 - 34","White","No Bachelors","R2","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5366","Rep","Male","18 - 24","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5367","Dem","Female","18 - 24","Black","No Bachelors","S3","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5368","Rep","Male","25 - 34","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5369","Dem","Female","18 - 24","White","No Bachelors","S3","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5370","Ind","Male","35 - 44","Hispanic","Bachelors","R2","Married","Republican candidate","ME","ME-02","2018-09"
"5371","Rep","Female","25 - 34","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5372","Ind","Female","35 - 44","White","No Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5373","Rep","Female","45 - 54","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5374","Rep","Male","> 54","White","Bachelors","R2","Married","Republican candidate","ME","ME-02","2018-09"
"5375","Dem","Male","25 - 34","Hispanic","No Bachelors","R1","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5376","Dem","Male","18 - 24","White","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5377","Ind","Female","45 - 54","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5378","Rep","Female","35 - 44","White","No Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5379","Ind","Male","18 - 24","White","Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5380","Dem","Male","35 - 44","Black","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5381","Ind","Female","18 - 24","White","No Bachelors","R1","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5382","Dem","Female","> 54","White","No Bachelors","R2","Married","Democratic candidate","ME","ME-02","2018-09"
"5383","Rep","Female","25 - 34","White","No Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5384","Dem","Female","25 - 34","White","No Bachelors","R1","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5385","Rep","Female","25 - 34","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5386","Dem","Female","35 - 44","White","Bachelors","R1","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5387","Rep","Male","45 - 54","White","No Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5388","Rep","Female","18 - 24","White","No Bachelors","R2","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5389","Dem","Male","> 54","White","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5390","Ind","Male","> 54","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5391","Rep","Female","25 - 34","Other","No Bachelors","S3","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5392","Rep","Female","25 - 34","White","No Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5393","Dem","Female","35 - 44","White","Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5394","Ind","Female","25 - 34","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5395","Ind","Male","35 - 44","Hispanic","No Bachelors","S3","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5396","Ind","Male","25 - 34","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5397","Ind","Female","25 - 34","White","No Bachelors","S3","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5398","Dem","Female","25 - 34","White","Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5399","Ind","Female","25 - 34","White","No Bachelors","R2","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5400","Dem","Female","> 54","White","No Bachelors","R1","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5401","Rep","Female","25 - 34","White","Bachelors","R1","Married","Democratic candidate","ME","ME-02","2018-09"
"5402","Dem","Female","25 - 34","White","No Bachelors","R2","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5403","Rep","Female","25 - 34","White","Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5404","Ind","Female","25 - 34","White","No Bachelors","R2","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5405","Ind","Male","35 - 44","White","No Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5406","Rep","Female","35 - 44","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
