"","party","gender","age","race","education","urbanicity","married","vote2018","state","district","wave"
"5407","Rep","Female","25 - 34","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5408","Dem","Female","25 - 34","White","Bachelors","R1","Married","Other candidate/not sure","ME","ME-02","2018-09"
"5409","Rep","Female","45 - 54","White","Bachelors","R1","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5410","Dem","Male","18 - 24","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5411","Dem","Female","35 - 44","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5412","Rep","Female","18 - 24","White","No Bachelors","R2","Married","Democratic candidate","ME","ME-02","2018-09"
"5413","Rep","Male","25 - 34","White","Bachelors","R1","Married","Republican candidate","ME","ME-02","2018-09"
"5414","Ind","Male","18 - 24","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5415","Rep","Female","> 54","White","Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5416","Dem","Female","18 - 24","Black","No Bachelors","S3","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5417","Rep","Male","35 - 44","White","No Bachelors","R1","Unmarried","Other candidate/not sure","ME","ME-02","2018-09"
"5418","Rep","Female","25 - 34","White","No Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5419","Rep","Male","> 54","White","No Bachelors","R2","Unmarried","Republican candidate","ME","ME-02","2018-09"
"5420","Dem","Male","45 - 54","White","No Bachelors","S3","Unmarried","Democratic candidate","ME","ME-02","2018-09"
"5421","Rep","Female","25 - 34","White","No Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
"5422","Dem","Female","45 - 54","White","No Bachelors","S3","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5423","Ind","Female","25 - 34","White","No Bachelors","S3","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5424","Dem","Male","25 - 34","White","Bachelors","S3","Married","Democratic candidate","MI","MI-06","2018-09"
"5425","Dem","Male","25 - 34","Black","No Bachelors","R2","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5426","Ind","Male","35 - 44","White","No Bachelors","S4","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5427","Ind","Female","35 - 44","White","No Bachelors","S3","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5428","Dem","Female","35 - 44","White","No Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5429","Ind","Male","25 - 34","White","Bachelors","S4","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5430","Dem","Female","> 54","White","Bachelors","R2","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5431","Ind","Male","18 - 24","White","No Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5432","Rep","Female","35 - 44","White","No Bachelors","R1","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5433","Rep","Female","25 - 34","Other","Bachelors","S3","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5434","Ind","Female","25 - 34","Black","No Bachelors","S4","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5435","Dem","Female","45 - 54","White","Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5436","Ind","Male","35 - 44","White","No Bachelors","R1","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5437","Ind","Female","35 - 44","White","No Bachelors","R1","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5438","Rep","Male","35 - 44","White","No Bachelors","R2","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5439","Dem","Female","45 - 54","White","No Bachelors","S4","Married","Democratic candidate","MI","MI-06","2018-09"
"5440","Rep","Female","25 - 34","White","Bachelors","R2","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5441","Dem","Male","18 - 24","White","No Bachelors","R1","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5442","Dem","Male","> 54","White","No Bachelors","R1","Married","Republican candidate","MI","MI-06","2018-09"
"5443","Dem","Female","25 - 34","White","No Bachelors","S4","Married","Democratic candidate","MI","MI-06","2018-09"
"5444","Ind","Female","25 - 34","White","No Bachelors","R2","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5445","Ind","Female","45 - 54","White","Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5446","Dem","Male","> 54","White","Bachelors","R1","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5447","Dem","Male","18 - 24","White","No Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5448","Rep","Female","45 - 54","White","No Bachelors","R2","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5449","Ind","Male","18 - 24","Black","Bachelors","R2","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5450","Dem","Male","45 - 54","Black","No Bachelors","R1","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5451","Ind","Female","25 - 34","Other","No Bachelors","S3","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5452","Rep","Female","25 - 34","White","Bachelors","S3","Married","Republican candidate","MI","MI-06","2018-09"
"5453","Rep","Female","35 - 44","White","No Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
"5454","Ind","Male","> 54","White","No Bachelors","S3","Married","Democratic candidate","MI","MI-06","2018-09"
"5455","Dem","Male","25 - 34","White","Bachelors","S4","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5456","Dem","Female","25 - 34","Black","No Bachelors","R1","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5457","Rep","Female","25 - 34","White","No Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
"5458","Ind","Female","> 54","White","Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5459","Rep","Female","25 - 34","White","No Bachelors","R2","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5460","Ind","Male","> 54","White","Bachelors","R2","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5461","Dem","Female","45 - 54","White","No Bachelors","S3","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5462","Dem","Female","35 - 44","White","Bachelors","S4","Married","Democratic candidate","MI","MI-06","2018-09"
"5463","Ind","Male","18 - 24","White","Bachelors","R2","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5464","Rep","Male","35 - 44","White","No Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
"5465","Rep","Male","35 - 44","White","No Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5466","Dem","Female","35 - 44","White","Bachelors","R2","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5467","Rep","Female","25 - 34","White","No Bachelors","U5","Married","Republican candidate","MI","MI-06","2018-09"
"5468","Dem","Male","35 - 44","Other","No Bachelors","S3","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5469","Dem","Female","> 54","Black","No Bachelors","R2","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5470","Ind","Female","35 - 44","White","No Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
"5471","Rep","Female","18 - 24","White","No Bachelors","S3","Married","Republican candidate","MI","MI-06","2018-09"
"5472","Rep","Female","45 - 54","White","No Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
"5473","Ind","Male","35 - 44","White","Bachelors","S3","Married","Republican candidate","MI","MI-06","2018-09"
"5474","Dem","Female","25 - 34","White","No Bachelors","S3","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5475","Ind","Male","25 - 34","Black","No Bachelors","S4","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5476","Rep","Male","25 - 34","White","No Bachelors","S3","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5477","Dem","Female","25 - 34","White","Bachelors","S4","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5478","Rep","Female","25 - 34","White","Bachelors","S4","Married","Republican candidate","MI","MI-06","2018-09"
"5479","Dem","Male","> 54","White","No Bachelors","R2","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5480","Rep","Female","18 - 24","White","No Bachelors","S3","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5481","Ind","Male","25 - 34","Hispanic","Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5482","Ind","Male","18 - 24","White","No Bachelors","S3","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5483","Rep","Female","45 - 54","White","No Bachelors","S4","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5484","Dem","Female","45 - 54","Black","No Bachelors","R1","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5485","Ind","Female","35 - 44","White","No Bachelors","S3","Married","Republican candidate","MI","MI-06","2018-09"
"5486","Rep","Male","35 - 44","White","No Bachelors","S3","Married","Republican candidate","MI","MI-06","2018-09"
"5487","Ind","Male","45 - 54","Other","No Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5488","Dem","Female","18 - 24","Hispanic","Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5489","Dem","Female","25 - 34","White","Bachelors","R2","Married","Democratic candidate","MI","MI-06","2018-09"
"5490","Rep","Female","> 54","White","No Bachelors","R2","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5491","Ind","Male","35 - 44","Black","No Bachelors","S4","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5492","Dem","Female","25 - 34","White","No Bachelors","R1","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5493","Dem","Female","25 - 34","White","No Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5494","Dem","Female","> 54","White","No Bachelors","R1","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5495","Dem","Female","35 - 44","White","No Bachelors","R2","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5496","Rep","Female","25 - 34","Hispanic","Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5497","Dem","Female","25 - 34","White","No Bachelors","R1","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5498","Ind","Male","18 - 24","White","No Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5499","Dem","Female","25 - 34","Hispanic","No Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
"5500","Rep","Female","35 - 44","White","Bachelors","R1","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5501","Rep","Male","> 54","White","No Bachelors","S4","Married","Republican candidate","MI","MI-06","2018-09"
"5502","Ind","Male","35 - 44","White","No Bachelors","S4","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5503","Dem","Female","35 - 44","White","No Bachelors","R1","Married","Republican candidate","MI","MI-06","2018-09"
"5504","Dem","Male","25 - 34","White","No Bachelors","R2","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5505","Rep","Female","25 - 34","White","No Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
"5506","Dem","Male","> 54","White","No Bachelors","R1","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5507","Rep","Male","35 - 44","White","No Bachelors","R1","Married","Republican candidate","MI","MI-06","2018-09"
"5508","Rep","Male","45 - 54","White","No Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5509","Rep","Female","45 - 54","White","No Bachelors","S3","Married","Republican candidate","MI","MI-06","2018-09"
"5510","Ind","Female","35 - 44","Hispanic","No Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5511","Rep","Female","35 - 44","White","Bachelors","R1","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5512","Dem","Male","25 - 34","White","Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5513","Rep","Female","25 - 34","White","No Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5514","Rep","Female","45 - 54","White","No Bachelors","S3","Married","Republican candidate","MI","MI-06","2018-09"
"5515","Ind","Male","35 - 44","White","Bachelors","S4","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5516","Ind","Male","18 - 24","White","Bachelors","S3","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5517","Ind","Female","> 54","White","No Bachelors","S3","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5518","Ind","Male","25 - 34","White","No Bachelors","R1","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5519","Rep","Female","25 - 34","White","Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
"5520","Ind","Female","25 - 34","Other","No Bachelors","S4","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5521","Rep","Female","35 - 44","White","Bachelors","S3","Married","Republican candidate","MI","MI-06","2018-09"
"5522","Ind","Female","18 - 24","White","No Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5523","Ind","Female","45 - 54","White","No Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5524","Dem","Male","18 - 24","White","Bachelors","U5","Married","Democratic candidate","MI","MI-06","2018-09"
"5525","Dem","Female","25 - 34","White","No Bachelors","S3","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5526","Rep","Male","18 - 24","Hispanic","Bachelors","S3","Married","Republican candidate","MI","MI-06","2018-09"
"5527","Dem","Female","25 - 34","White","Bachelors","R2","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5528","Ind","Female","25 - 34","White","No Bachelors","S4","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5529","Rep","Male","18 - 24","Hispanic","Bachelors","R1","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5530","Ind","Female","35 - 44","White","No Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5531","Ind","Female","45 - 54","White","Bachelors","R1","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5532","Dem","Male","45 - 54","White","Bachelors","R2","Unmarried","Democratic candidate","MI","MI-06","2018-09"
"5533","Dem","Male","35 - 44","White","Bachelors","S4","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5534","Rep","Female","> 54","White","Bachelors","U5","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5535","Rep","Female","25 - 34","White","No Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
"5536","Rep","Male","18 - 24","Hispanic","Bachelors","R1","Married","Republican candidate","MI","MI-06","2018-09"
"5537","Ind","Female","25 - 34","White","No Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5538","Rep","Female","45 - 54","White","Bachelors","R1","Unmarried","Republican candidate","MI","MI-06","2018-09"
"5539","Dem","Male","45 - 54","Hispanic","No Bachelors","S3","Married","Other candidate/not sure","MI","MI-06","2018-09"
"5540","Ind","Female","25 - 34","White","No Bachelors","R1","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5541","Rep","Female","> 54","White","No Bachelors","R1","Married","Republican candidate","MI","MI-06","2018-09"
"5542","Rep","Female","25 - 34","White","Bachelors","R1","Married","Republican candidate","MI","MI-06","2018-09"
"5543","Dem","Female","> 54","White","Bachelors","S3","Unmarried","Other candidate/not sure","MI","MI-06","2018-09"
"5544","Rep","Female","25 - 34","White","No Bachelors","R2","Married","Republican candidate","MI","MI-06","2018-09"
